beta,exact,FA
14,0.9799000052686636,0.9799318313598633
19,0.9699451700606414,0.970726490020752
24,0.9618028933140473,0.9624675512313843
30,0.9539888296560103,0.9545893669128418
37,0.9469598656613398,0.9483845829963684
