beta,exact,FA
2,0.9998438014456366,0.9999163150787354
7,0.9959802937261945,0.9959980249404907
12,0.984428649574789,0.9852651357650757
18,0.9717817640807197,0.9725600481033325
23,0.9633012254541012,0.9632920026779175
