4,26.666666666666668,102.33333333333333,138.0,127.0,125.33333333333333,96.33333333333333,90.33333333333333,79.0,92.66666666666667,139.0,154.66666666666666,171.0,183.33333333333334,198.0,252.66666666666666,425.6666666666667,464.6666666666667,450.3333333333333,483.0,461.6666666666667,467.3333333333333,500.0,457.0,500.0,500.0,483.3333333333333,500.0,436.3333333333333,471.6666666666667,500.0,500.0,500.0,478.6666666666667,500.0,488.3333333333333,362.6666666666667,500.0,500.0,500.0,500.0,500.0,475.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,493.6666666666667,
8,61.666666666666664,122.66666666666667,198.66666666666666,193.33333333333334,175.33333333333334,209.33333333333334,266.3333333333333,422.6666666666667,422.0,272.6666666666667,500.0,456.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
1024,345.3333333333333,140.66666666666666,173.33333333333334,324.3333333333333,354.0,494.6666666666667,500.0,490.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
256,133.33333333333334,198.66666666666666,240.33333333333334,294.3333333333333,284.6666666666667,329.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
512,294.6666666666667,295.0,336.3333333333333,307.3333333333333,336.6666666666667,355.3333333333333,500.0,500.0,429.0,500.0,481.6666666666667,474.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
64,137.33333333333334,216.0,177.66666666666666,342.6666666666667,318.0,460.0,452.6666666666667,470.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
16,237.0,291.6666666666667,193.0,212.0,382.0,406.0,500.0,443.0,432.3333333333333,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
32,25.666666666666668,223.33333333333334,342.6666666666667,381.6666666666667,399.6666666666667,418.6666666666667,447.0,500.0,500.0,460.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
128,474.6666666666667,187.0,313.0,280.3333333333333,392.0,500.0,399.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
4,9.0,76.0,211.0,244.0,202.0,246.33333333333334,198.0,347.3333333333333,282.3333333333333,316.0,304.6666666666667,361.3333333333333,465.6666666666667,465.0,394.3333333333333,342.3333333333333,437.0,495.0,413.0,276.3333333333333,346.6666666666667,384.0,494.3333333333333,239.0,149.0,10.0,9.666666666666666,9.0,9.0,10.0,8.666666666666666,9.0,9.333333333333334,10.0,9.0,10.0,9.0,8.333333333333334,50.666666666666664,33.333333333333336,33.0,47.666666666666664,41.0,42.666666666666664,51.666666666666664,102.33333333333333,119.66666666666667,144.66666666666666,158.33333333333334,198.66666666666666,
8,20.666666666666668,80.66666666666667,120.66666666666667,175.66666666666666,211.66666666666666,155.33333333333334,178.0,192.66666666666666,209.66666666666666,159.33333333333334,165.33333333333334,160.66666666666666,164.0,160.66666666666666,161.0,165.33333333333334,163.33333333333334,162.33333333333334,164.66666666666666,176.33333333333334,204.33333333333334,204.0,198.33333333333334,217.0,230.0,218.66666666666666,250.66666666666666,274.6666666666667,246.0,247.0,227.33333333333334,230.66666666666666,226.33333333333334,214.33333333333334,249.0,199.66666666666666,236.66666666666666,228.33333333333334,308.3333333333333,330.3333333333333,286.3333333333333,210.33333333333334,248.66666666666666,301.6666666666667,252.66666666666666,255.66666666666666,282.0,241.66666666666666,268.3333333333333,229.33333333333334,
1024,90.0,172.33333333333334,215.33333333333334,328.6666666666667,346.3333333333333,415.6666666666667,397.3333333333333,442.3333333333333,500.0,465.6666666666667,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,
